,ZZ.S.PIZZA...GRILL,X1.RICHMOND.TERRACE.STATEN.ISLAND.NY.10301,X.74.0751202,X40.642211
1638,TRATTORIA IL MULINO,"36 EAST   20 STREET,MANHATTAN NY,10003",-73.9886918,40.7384504
1639,TRATTORIA I MALATESTA,"649 WASHINGTON STREET,MANHATTAN NY,10014",-74.0084394,40.7328494
1640,TRATTORIA DELLA ARTE,"900 7 AVENUE,MANHATTAN NY,10106",-73.9804753,40.765358
1641,TRATTORIA CERBONE,"7124 FRESH POND ROAD,QUEENS NY,11385",-73.8949693,40.7011363
1642,TRATTORIA BIANCA,"481 8 AVENUE,MANHATTAN NY,10001",-73.9934785,40.7527038
1643,TRATTORIA BELVERDE,"165 LEXINGTON AVE,MANHATTAN NY,10016",-73.9811388,40.7439653
1644,TRATTORIA 35,"21315 35 AVENUE,QUEENS NY,11361",-73.7742982,40.7690146
1645,TRANS AM CAFE,"915 WYCKOFF AVE,QUEENS NY,11385",-73.9061404,40.6971148
1646,TRANQUILITY BAR & LOUNGE,"3511 BOSTON RD,BRONX NY,10469",-73.845831,40.8775059
1647,TRAKIA RESTAURANT,"38-14 30 AVENUE,QUEENS NY,11103",-73.9154543,40.7638724
1648,TRAILER PARK LOUNGE,"271 WEST   23 STREET,MANHATTAN NY,10011",-73.9978577,40.7452791
1649,TRAIF,"229 SOUTH    4 STREET,BROOKLYN NY,11211",-73.9588972,40.7106004
1650,TRAFALGAR PUB,"0 JFK INTERNATIONAL AIRPORT,QUEENS NY,11430",-73.7781391,40.6413111
1651,TRADITIONS EATERY,"543 KINGS HWY,BROOKLYN NY,11223",-73.9693875,40.6047049
1652,TRADITIONAL HUNAN STYLE,"13523 40 ROAD,QUEENS NY,11354",-73.8308347,40.7588158
1653,TRADING POST,"170 JOHN STREET,MANHATTAN NY,10038",-74.0042523,40.7059326
1654,TRADICIONES LATINAS RESTAURANT,"8514 ROOSEVELT AVENUE,QUEENS NY,11372",-73.8798945,40.7480796
1655,TRADICIONES EL TEJANO,"9310 CORONA AVENUE,QUEENS NY,11373",-73.8709201,40.7423823
1656,TRADESMAN,"222 BUSHWICK AVENUE,BROOKLYN NY,11206",-73.9401647,40.7081854
1657,TRADER'S EXPRESS DELI,"22 BEAVER STREET,MANHATTAN NY,10004",-74.0122049,40.7048421
1658,TRACKSIDE CAFE,"625 FATHER CAPODANNO BLVD,STATEN ISLAND NY,10305",-74.0737244,40.583413
1659,TRACKSIDE,"11446 ROCKAWAY BOULEVARD,QUEENS NY,11420",-73.8032661,40.674537
1660,TRACKS RAW BAR & GRILL,"11 PENN STATION 33RD STREET,MANHATTAN NY,10001",-73.98872,40.7487475
1661,TRACK KITCHEN,"11000 ROCKAWAY BOULEVARD,QUEENS NY,11420",-73.8032797,40.6745381
1662,TRACE,"8814 3 AVENUE,BROOKLYN NY,11209",-74.0319936,40.6217316
1663,TRA DI NOI,"622 E 187TH ST,BRONX NY,10458",-73.8868759,40.854945
1664,TOYKO BAY JAPANESE RESTAURANT,"183 DUANE STREET,MANHATTAN NY,10013",-74.0102073,40.7175677
1665,TOYAMA CUISINE,"6001 7TH AVE,BROOKLYN NY,11220",-74.0116966,40.6365945
1666,TOWNHOUSE RESTAURANT,"129 DREISER LOOP,BRONX NY,10475",-73.8280818,40.8779501
1667,TOWNHOUSE OF NY,"236 EAST   58 STREET,MANHATTAN NY,10022",-73.965731,40.7601497
1668,TOWNHOUSE DINER,"696 2 AVENUE,MANHATTAN NY,10016",-73.9739443,40.7469638
1669,TOWNE DELI & PIZZA,"5373 ARTHUR KILL ROAD,STATEN ISLAND NY,10307",-74.2481052,40.513489
1670,TOWNE CAFE,"2602 EAST   15 STREET,BROOKLYN NY,11235",-73.9545812,40.5877745
1671,TOWN TENNIS MEMBERS CLUB,"430 E 56TH ST,MANHATTAN NY,10022",-73.9624444,40.75701
1672,TOWN HALL THEATRE,"123 WEST   43 STREET,MANHATTAN NY,10036",-73.9844504,40.7561154
1673,TOWERS RESTAURANT AND CATERING,"27248 GRAND CENTRAL PKWY,QUEENS NY,11005",-73.7181414,40.7588236
1674,TOWERS CAFE,"760 BROADWAY,BROOKLYN NY,11206",-73.9424207,40.6995274
1675,TOWERS CAFE,"100 NORTH PORTLAND AVENUE,BROOKLYN NY,11205",-73.9767108,40.6950953
1676,TOWER'S CAFE,"506 LENOX AVENUE,MANHATTAN NY,10037",-73.9401873,40.8142282
1677,Tower Diner,"98-95 QUEENS BLVD,QUEENS NY,11374",-73.8549096,40.7276242
1678,TOWER CAFE (HUTCH METRO CENTER),"1250 WATERS PLACE,BRONX NY,10461",-73.8395354,40.852561
1679,TOUT VA BIEN,"311 WEST   51 STREET,MANHATTAN NY,10019",-73.986219,40.763406
1680,TOUS LES JOURS,"7 DIVISION ST,MANHATTAN NY,10002",-73.9970575,40.7139025
1681,TOUS LES JOURS,"4235 Main ST,QUEENS NY,11355",-73.8276945,40.7546369
1682,TOUS LES JOURS,"3902 UNION ST,QUEENS NY,11354",-73.8271193,40.7608339
1683,TOUS LES JOURS,"31 WEST   32 STREET,MANHATTAN NY,10001",-73.9870502,40.7478352
1684,TOURNESOL,"5012 VERNON BOULEVARD,QUEENS NY,11101",-73.9544409,40.7423895
1685,TOUCH OF DEE'S,"657 LENOX AVENUE,MANHATTAN NY,10037",-73.9373942,40.8190145
1686,TOTTO RAMEN,"248 E 52ND ST,MANHATTAN NY,10022",-73.9681882,40.7561508
1687,TOTTO RAMEN,"464 W 51ST ST,MANHATTAN NY,10019",-73.9910198,40.7650074
1688,TOTTO RAMEN,"366 WEST   52 STREET,MANHATTAN NY,10019",-73.9876413,40.7643565
1689,TOTTENVILLE BAGELS,"6959 AMBOY ROAD,STATEN ISLAND NY,10309",-74.232868,40.5166902
1690,TOTOYA,"1144 1 AVENUE,MANHATTAN NY,10065",-73.9599796,40.7619143
1691,TOTONNO'S PIZZERIA,"1524 NEPTUNE AVENUE,BROOKLYN NY,11224",-73.9838182,40.5788592
1692,TOTAL AMAZING GRACE,"3113 CHURCH AVE,BROOKLYN NY,11226",-73.948122,40.6510537
1693,TOTA'S,"244 UTICA AVENUE,BROOKLYN NY,11213",-73.9312384,40.6701914
1694,TOST CAFE,"4462 21ST ST,QUEENS NY,11101",-73.9476315,40.7479919
1695,TOST CAFE,"2502 QUEENS PLAZA SOUTH,QUEENS NY,11101",-73.9404639,40.7503167
1696,TOSSED / RED MANGO,"1400 BROADWAY,MANHATTAN NY,10018",-73.98669,40.752877
1697,TOSKANA PIZZERIA RESTAURANT,"24825 NORTHERN BLVD,QUEENS NY,11362",-73.7353649,40.7709324
1698,TOSHI'S LIVING ROOM,"9 WEST   26 STREET,MANHATTAN NY,10010",-73.9893102,40.7440592
1699,TOSCANA 49,"143 E 49TH ST,MANHATTAN NY,10017",-73.9722048,40.7557855
1700,TOSCA MARQUEE,"4034 EAST TREMONT AVENUE,BRONX NY,10465",-73.8177246,40.8192025
1701,TOSCA CAFE,"4038 E TREMONT AVE,BRONX NY,10465",-73.8176486,40.8190672
1702,TORTILLAS KING,"7103 18TH AVE,BROOKLYN NY,11204",-73.9935844,40.6154443
1703,TORTILLAS KING,"2238 86TH ST,BROOKLYN NY,11214",-73.9929451,40.6011022
1704,TORTILLAS AND MORE,"10107B ROOSEVELT AVE,QUEENS NY,11368",-73.8620263,40.7495605
1705,TORTILLA FLATS,"767 WASHINGTON STREET,MANHATTAN NY,10014",-74.0079596,40.7374463
1706,TORTAS DON PACOS,"2131 3 AVENUE,MANHATTAN NY,10035",-73.939521,40.798165
1707,TORTARIA,"94 UNIVERSITY PLACE,MANHATTAN NY,10003",-73.9930429,40.7338793
1708,TORST,"615 MANHATTAN AVENUE,BROOKLYN NY,11222",-73.9508081,40.7234163
1709,TORRES ITALIAN RESTURANT,"6808 BAY PARKWAY,BROOKLYN NY,11204",-73.9836585,40.6120533
1710,TORO IRON WORKS,"254 DRIGGS AVE,BROOKLYN NY,11222",-73.9479194,40.7228141
1711,TORO,"85 10TH AVE,MANHATTAN NY,10011",-74.0079542,40.7432086
1712,TORISHIN,"1193 1 AVENUE,MANHATTAN NY,10065",-73.9596636,40.7631869
1713,TORISHIN,"362 W 53RD ST,MANHATTAN NY,10019",-73.9871676,40.7650093
1714,TORIS RESTAURANT,"859 EAST  149 STREET,BRONX NY,10455",-73.9032657,40.8118193
1715,TORINO PIZZA,"1694 RICHMOND ROAD,STATEN ISLAND NY,10304",-74.1017699,40.5887994
1716,TORIBIO RESTAURANT,"3169 FULTON STREET,BROOKLYN NY,11208",-73.8781544,40.6821357
1717,TORI'S MEXICAN CUISINE,"859 E 149TH ST,BRONX NY,10455",-73.9032657,40.8118193
1718,TORI O'TOOLES,"5918 KISSENA BLVD,QUEENS NY,11355",-73.8153212,40.7402954
1719,TOPOS BOOKSTORE CAFE,"788 WOODWARD AVE,QUEENS NY,11385",-73.9037588,40.7036818
1720,TOPAZE RESTAURANT & JERK CHICKEN,"1875 UTICA AVENUE,BROOKLYN NY,11234",-73.927669,40.626442
1721,TOPAZE RESTAURANT,"428 EAST   48 STREET,BROOKLYN NY,11203",-73.932418,40.6513161
1722,TOP THAI RESTAURANT,"8510 4 AVENUE,BROOKLYN NY,11209",-74.0283938,40.6232678
1723,TOP TASTE RESTAURANT,"6307 8 AVENUE,BROOKLYN NY,11220",-74.0114318,40.6335301
1724,TOP HOT BAGELS & GRILL,"4018 BELL BOULEVARD,QUEENS NY,11361",-73.7713176,40.7637438
1725,TOP HOPS BEER SHOP,"94 ORCHARD STREET,MANHATTAN NY,10002",-73.9898906,40.7183901
1726,TOP COM TAM NINH KIEU VIETNAMESE RESTAURANT,"2641 JEROME AVENUE,BRONX NY,10468",-73.8981918,40.8669953
1727,TOP CLASS OF NY,"3528 154TH ST,QUEENS NY,11354",-73.8113023,40.7651951
1728,TOP CHOICE JAMAICAN RESTAURANT,"686 NEREID AVENUE,BRONX NY,10470",-73.8549059,40.8984499
1729,TOP CAFE TIBET,"1510 CORTELYOU ROAD,BROOKLYN NY,11226",-73.964083,40.641078
1730,TOOKER ALLEY,"793 WASHINGTON AVENUE,BROOKLYN NY,11238",-73.9626139,40.6728686
1731,TONYS PIZZERIA,"51 E KINGSBRIDGE RD,BRONX NY,10468",-73.8962197,40.8670199
1732,TONYS PIZZA ON NOSTRAND,"850 NOSTRAND AVENUE,BROOKLYN NY,11225",-73.950861,40.6688567
1733,TONYS CAFE,"211 W 231ST ST,BRONX NY,10463",-73.905286,40.8791874
1734,TONY'S PIZZERIA & RESTAURANT,"4518 104 STREET,QUEENS NY,11368",-73.8602121,40.7464393
1735,TONY'S PIZZERIA & RESTAURANT,"1622 RALPH AVENUE,BROOKLYN NY,11236",-73.9191386,40.6371132
1736,TONY'S PIZZERIA,"7623 13 AVENUE,BROOKLYN NY,11228",-74.0083862,40.6191193
1737,TONY'S PIZZERIA,"1307 ARTHUR KILL ROAD,STATEN ISLAND NY,10312",-74.1840402,40.5655316
1738,TONY'S PIZZERIA,"336 KNICKERBOCKER AVENUE,BROOKLYN NY,11237",-73.9226725,40.7009836
1739,TONY'S PIZZERIA,"175 NASSAU AVE,BROOKLYN NY,11222",-73.9462663,40.7252783
1740,TONY'S PIZZERIA,"1412 ST JOHNS PLACE,BROOKLYN NY,11213",-73.9314602,40.6704278
1741,TONY'S PIZZA SPOT,"431 DEKALB AVENUE,BROOKLYN NY,11205",-73.96016,40.690584
1742,TONY'S PIZZA RESTAURANT,"9114 63 DRIVE,QUEENS NY,11374",-73.864439,40.7264406
1743,TONY'S PIZZA PASTA & GYRO,"4771 BROADWAY,MANHATTAN NY,10034",-73.9268174,40.8659424
1744,TONY'S PIZZA II,"1107 RUTLAND ROAD,BROOKLYN NY,11212",-73.9232994,40.6648509
1745,TONY'S PIZZA,"355 GRAHAM AVENUE,BROOKLYN NY,11211",-73.9447165,40.7150458
1746,TONY'S PIZZA,"10918 JAMAICA AVENUE,QUEENS NY,11418",-73.8381523,40.6959933
1747,TONY'S PIZZA,"443 KNICKERBOCKER AVENUE,BROOKLYN NY,11237",-73.9187298,40.6992651
1748,TONY'S PIZZA,"1014 LONGWOOD AVENUE,BRONX NY,10459",-73.8968138,40.8166425
1749,TONY'S PIZZA,"312 UTICA AVENUE,BROOKLYN NY,11213",-73.9314385,40.6673091
1750,TONY'S PIZZA,"4189 WHITE PLAINS ROAD,BRONX NY,10466",-73.8577356,40.8933451
1751,TONY'S PIER RESTAURANT,"1 CITY ISLAND AVE,BRONX NY,10464",-73.7831425,40.8374736
1752,TONY'S ORIGINAL,"11 CORSON AVENUE,STATEN ISLAND NY,10301",-74.0793863,40.6383481
1753,TONY'S FAMOUS PIZZA,"3145 FULTON STREET,BROOKLYN NY,11208",-73.8788856,40.6819395
1754,TONY'S DRAGON GARDEN,"10718 LIBERTY AVE,QUEENS NY,11417",-73.8339005,40.6834301
1755,TONY'S DI NAPOLI,"1081 3 AVENUE,MANHATTAN NY,10065",-73.9640825,40.7643279
1756,TONY'S DI NAPOLI,"147 WEST 43RD STREET,MANHATTAN NY,10036",-73.9854018,40.7565018
1757,Tony's Deli Grocery,"7068 KISSENA BOULEVARD,QUEENS NY,11367",-73.8153387,40.7301087
1758,TONY'S DELI,"1069 WYCKOFF AVENUE,QUEENS NY,11385",-73.9025265,40.6948859
1759,TONY'S BRICK OVEN,"1140 BAY STREET,STATEN ISLAND NY,10305",-74.067414,40.615143
1760,TONY ROMA'S,"21035 26 AVENUE,QUEENS NY,11360",-73.7788902,40.7781722
1761,TONY ROMA'S,"673 ATLANTIC AVE,BROOKLYN NY,11217",-73.9734259,40.6832169
1762,TONY & VAL'S,"6201 BROADWAY,BRONX NY,10471",-73.8970388,40.8960243
1763,TONY & TINA'S PIZZA,"2483 ARTHUR AVENUE,BRONX NY,10458",-73.8860673,40.8576059
1764,tonnies minis cupcakes,"4734 BROADWAY,MANHATTAN NY,10040",-73.9282401,40.8648465
1765,TONIGHT LOUNGE,"13174 MAPLE AVE,QUEENS NY,11355",-73.83298,40.753506
1766,TONIC TIMES SQUARE,"727 7 AVENUE,MANHATTAN NY,10019",-73.9836584,40.7599953
1767,TONIC EAST,"411 3 AVENUE,MANHATTAN NY,10016",-73.9801819,40.7423577
1768,TONG'S CAFE,"4151 MAIN STREET,QUEENS NY,11355",-73.8287281,40.7570297
1769,TONG TONG TONKATSU,"14617 NORTHERN BOULEVARD,QUEENS NY,11354",-73.8200663,40.7653408
1770,TONG SAM GYUP GOO YI RESTAURANT,"16223 DEPOT ROAD,QUEENS NY,11358",-73.8030154,40.7621463
1771,TONG HAI TUNG BAKERY,"4112 MAIN STREET,QUEENS NY,11355",-73.8296228,40.7577817
1772,TONEL RESTAURANT & LOUNGE,"1236 ROGERS AVE,BROOKLYN NY,11226",-73.9515601,40.6396679
1773,TONE CAFE,"134 E 17TH ST,MANHATTAN NY,10003",-73.9866716,40.7353601
1774,TONE AUTHENTIC GEORGIAN BAKERY & CUISINE,"265 NEPTUNE AVENUE,BROOKLYN NY,11235",-73.963258,40.5814768
1775,TOMS PIZZA,"104-10 JAMAICA AVE,QUEENS NY,11418",-73.842904,40.6950202
1776,TOMS,"264 ELIZABETH ST,MANHATTAN NY,10012",-73.9934,40.724028
1777,TOMPKINS SQUARE BAGELS,"165 AVENUE A,MANHATTAN NY,10009",-73.982291,40.728228
1778,TOMOE SUSHI,"172 THOMPSON STREET,MANHATTAN NY,10012",-74.0001023,40.7276736
1779,TOMO JAPANESE RESTAURANT,"4561 AMBOY ROAD,STATEN ISLAND NY,10312",-74.165683,40.5430265
1780,TOMO JAPANESE RESTAURANT,"1077 FLUSHING AVENUE,BROOKLYN NY,11237",-73.9293081,40.7047419
1781,TOMO JAPANESE CUISINE,"8612 37TH AVE,QUEENS NY,11372",-73.8801046,40.7499658
1782,TOMO JAPANESE CUISINE,"8612A 37TH AVE,QUEENS NY,11372",-73.8801046,40.7499658
1783,TOMO JAPANESE CAFE,"8914 QUEENS BLVD,QUEENS NY,11373",-73.8745083,40.7342947
1784,TOMMYS FAMOUS CHEESESTEAKS & PIZZA,"450 5TH AVE,BROOKLYN NY,11215",-73.9867428,40.6691015
1785,TOMMY'S TAVERN,"1041 MANHATTAN AVENUE,BROOKLYN NY,11222",-73.9552215,40.7343024
1786,TOMMY'S PIZZA,"4033 EAST TREMONT AVENUE,BRONX NY,10465",-73.8172199,40.8195721
1787,TOMMY'S PIZZA,"11711 LIBERTY AVENUE,QUEENS NY,11419",-73.8254346,40.6861786
1788,TOMMY'S PIZZA,"9312 LIBERTY AVENUE,QUEENS NY,11417",-73.8433626,40.6805711
1789,TOMMY'S,"3750 BROADWAY,MANHATTAN NY,10032",-73.9450948,40.8331086
1790,TOMMY THAI,"8532 GRAND AVE,QUEENS NY,11373",-73.881013,40.735281
1791,TOMMY PIZZERIA,"915 CROSS BAY BOULEVARD,QUEENS NY,11693",-73.8199664,40.6061715
1792,TOMMY HILFIGER,"601 WEST   26 STREET,MANHATTAN NY,10001",-74.0064204,40.7515355
1793,TOMMASO RESTAURANT,"1464 86 STREET,BROOKLYN NY,11228",-74.0103416,40.6115894
1794,TOMI JAZZ,"239 EAST   53 STREET,MANHATTAN NY,10022",-73.967756,40.7572362
1795,TOMATO AND BASIL PIZZA,"226 4 AVENUE,BROOKLYN NY,11215",-73.9834307,40.6773445
1796,TOM'S RESTAURANT,"1229 BOARDWALK,BROOKLYN NY,11224",-73.98058,40.573335
1797,TOM'S RESTAURANT,"2880 BROADWAY,MANHATTAN NY,10025",-73.965225,40.805478
1798,TOM'S RESTAURANT,"782 WASHINGTON AVENUE,BROOKLYN NY,11238",-73.963419,40.674477
1799,TOM'S DELICIOUS PIZZA,"3161 BROADWAY,MANHATTAN NY,10027",-73.9593428,40.8148981
1800,TOM'S COFFEE SHOP,"250 EAST BURNSIDE AVENUE,BRONX NY,10457",-73.9026906,40.8515443
1801,TOM AND JERRY BAR,"288 ELIZABETH STREET,MANHATTAN NY,10012",-73.9931631,40.7246222
1802,TOLTECAMILA TAQUERIA RESTAURANT,"9210 CORONA AVENUE,QUEENS NY,11373",-73.8719609,40.7422868
1803,TOLOACHE TAQUERIA,"83 MAIDEN LANE,MANHATTAN NY,10038",-74.007332,40.7075142
1804,TOLOACHE MEXICAN BISTRO,"251 WEST   50 STREET,MANHATTAN NY,10019",-73.9855741,40.7623091
1805,TOLOACHE,"166 EAST   82 STREET,MANHATTAN NY,10028",-73.9567512,40.776382
1806,TOLOACHE,"205 THOMPSON STREET,MANHATTAN NY,10012",-73.9995812,40.7287205
1807,TOLMAS,"7763 VLEIGH PLACE,QUEENS NY,11367",-73.8203553,40.7195631
1808,TOLEDO,"6 EAST   36 STREET,MANHATTAN NY,10016",-73.9830757,40.7492904
1809,TOKYO YA,"5603 7TH AVE,BROOKLYN NY,11220",-74.009317,40.6388109
1810,TOKYO TERIYAKI,"68-60 AUSTIN STREET,QUEENS NY,11375",-73.8505172,40.722034
1811,TOKYO SUSHI RESTAURANT,"7718 5TH AVE,BROOKLYN NY,11209",-74.023705,40.627677
1812,TOKYO SUSHI JAPANESE RESTAURANT,"1710 VICTORY BOULEVARD,STATEN ISLAND NY,10314",-74.1206542,40.6132088
1813,TOKYO HOUSE JAPANESE RESTAURANT,"5648 RIVERDALE AVENUE,BRONX NY,10471",-73.9041449,40.9056511
1814,TOKYO HIBACHI STEAK HOUSE & SUSHI,"18416 HORACE HARDING EXPRESSWAY,QUEENS NY,11365",-73.7894508,40.7395767
1815,TOKYO BAY,"611 86TH ST,BROOKLYN NY,11209",-74.0239275,40.6203709
1816,TOKUBEI 86,"314 EAST   86 STREET,MANHATTAN NY,10028",-73.951174,40.7773328
1817,TODD ENGLISH FOOD HALL,"768 5TH AVE,MANHATTAN NY,10019",-73.9743547,40.7646095
1818,TODD ENGLISH BONFIRE,"14 WEST WING,QUEENS NY,11430",-73.7889689,40.6433507
1819,TOCQUEVILLE RESTAURANT,"3 EAST   15 STREET,MANHATTAN NY,10003",-73.992551,40.7365449
1820,TOBY'S PUBLIC HOUSE,"686 6 AVENUE,BROOKLYN NY,11215",-73.991326,40.6602254
1821,TOBY'S ESTATE COFFEE ROASTER,"44 CHARLES ST,MANHATTAN NY,10014",-74.0023073,40.7349493
1822,TOBY'S ESTATE COFFEE,"160 5 AVENUE,MANHATTAN NY,10010",-73.9910838,40.7402786
1823,TOBY'S ESTATE COFFEE,"230 PARK AVE,MANHATTAN NY,10169",-73.9761194,40.7543951
1824,TOBY'S ESTATE,"125 NORTH 6 STREET,BROOKLYN NY,11249",-73.9592693,40.7178901
1825,TOBACCO ROAD,"355 WEST   41 STREET,MANHATTAN NY,10036",-73.9925778,40.7577336
1826,TOASTIES CAFE,"599 LEXINGTON AVENUE,MANHATTAN NY,10022",-73.9708219,40.7578105
1827,TOASTIES,"924 3RD AVE,MANHATTAN NY,10022",-73.9684393,40.759463
1828,TOASTIES,"6 EAST   48 STREET,MANHATTAN NY,10017",-73.977507,40.756777
1829,TOASTIES,"23 EAST   51 STREET,MANHATTAN NY,10022",-73.9755055,40.7588091
1830,TOASTIES,"25 JOHN STREET,MANHATTAN NY,10038",-74.0085713,40.7098097
1831,TOASTIES,"148 WEST   49 STREET,MANHATTAN NY,10019",-73.9830831,40.7600488
1832,TOAST CHICKEN,"1268 AMSTERDAM AVE,MANHATTAN NY,10027",-73.9583128,40.8111241
1833,Toast,"2737 BROADWAY,MANHATTAN NY,10025",-73.9683376,40.8004902
1834,TOAST,"3157 BROADWAY,MANHATTAN NY,10027",-73.9593229,40.8147734
1835,TOAD STYLE,"93 RALPH AVE,BROOKLYN NY,11221",-73.923203,40.686874
1836,TOAD HALL,"57 GRAND STREET,MANHATTAN NY,10013",-74.0036051,40.7221169
1837,TO YOUR HEALTH & HAPPINESS,"2340 A C POWELL BLVD,MANHATTAN NY,10030",-73.943019,40.816936
1838,TO SPITI,"160 HAVEMEYER ST,BROOKLYN NY,11211",-73.9578316,40.7114602
1839,TO SOK CHON,"4530 BELL BOULEVARD,QUEENS NY,11361",-73.7691953,40.7593788
1840,TO GO EXPRESS,"415 CITY ISLAND AVE,BRONX NY,10464",-73.7879874,40.85001
1841,TO BE THAI,"126 BEVERLEY ROAD,BROOKLYN NY,11218",-73.9783226,40.6426545
1842,TLV,"416 AMSTERDAM AVE,MANHATTAN NY,10024",-73.9782,40.783853
1843,TKO CHICKEN & RIBS,"3423 QUENTIN ROAD,BROOKLYN NY,11234",-73.9378701,40.6142246
1844,TKETTLE,"26 SAINT MARKS PLACE,MANHATTAN NY,10003",-73.9887127,40.7287968
1845,TJK CAFE & RESTAURANT,"24904 HORACE HARDING BOULEVARD,QUEENS NY,11362",-73.725255,40.7643628
1846,TJ'S TASTY CORNER,"2225 TILDEN AVENUE,BROOKLYN NY,11226",-73.9570477,40.6465654
1847,TJ'S COFFEE WORLD,"228 CANAL ST,MANHATTAN NY,10013",-73.9996933,40.7175831
1848,TJ BYRNE'S BAR,"77 FULTON STREET,MANHATTAN NY,10038",-74.0046585,40.7091327
1849,TITOS EMPANADAS Y MAS,"1221 JEROME AVENUE,BRONX NY,10452",-73.9219562,40.8369431
1850,TITO RADS GRILL,"4910 QUEENS BLVD,QUEENS NY,11377",-73.9163055,40.7427174
1851,TITA'S DONUTS AND COFFEE SHOP,"1930 GRAND CONCOURSE,BRONX NY,10457",-73.904955,40.8499937
1852,TISSERIE,"870 7 AVENUE,MANHATTAN NY,10019",-73.981184,40.7647208
1853,TISANE PHARMACY,"340 EAST   86 STREET,MANHATTAN NY,10028",-73.9503638,40.7770065
1854,TIRANA SOCCER CLUB MEMBERS ONLY LLC,"775 WOODWARD AVE,QUEENS NY,11385",-73.9039624,40.7038942
1855,TIRAMISU RESTAURANT,"1410 3 AVENUE,MANHATTAN NY,10028",-73.956984,40.775167
1856,TIR NA NOG BAR AND GRILL,"315 W 39TH ST,MANHATTAN NY,10018",-73.9920452,40.7559712
1857,TIPSY PARSON,"156 9 AVENUE,MANHATTAN NY,10011",-74.0026473,40.744247
1858,TIPPIN INN,"3413 BROADWAY,QUEENS NY,11106",-73.9223892,40.7607259
1859,TIPICO DOMINICANO RESTAURANT,"10310 39 AVENUE,QUEENS NY,11368",-73.8627073,40.7507306
1860,TIPICO DOMINICANO BAR RESTAURANT,"41684172 BROADWAY,MANHATTAN NY,10033",-73.9388765,40.8446994
1861,TIP-TOP BAR & GRILL,"432 FRANKLIN AVENUE,BROOKLYN NY,11238",-73.9564646,40.6838118
1862,TIP OF THE TONGUE PROSPECT PARK,"40 WEST DRIVE,BROOKLYN NY,11215",-73.9715257,40.6655437
1863,TIP OF THE TONGUE CAFE,"43 LINCOLN ROAD,BROOKLYN NY,11225",-73.9614504,40.6609012
1864,TIO POLLO RESTAURANT,"1921 MOTT AVENUE,QUEENS NY,11691",-73.7524327,40.6037837
1865,TIO PIO WEST,"46 WEST   36 STREET,MANHATTAN NY,10018",-73.985591,40.7503071
1866,TIO PIO,"119 COURT STREET,BROOKLYN NY,11201",-73.9917284,40.6904202
1867,TIO PEPE,"168 WEST    4 STREET,MANHATTAN NY,10014",-74.0016583,40.7319679
1868,TIO LUCA,"421 MALCOLM X BLVD,MANHATTAN NY,10037",-73.9427175,40.8117115
1869,TINY'S PIZZA & PASTA,"1113 GRANT AVENUE,BRONX NY,10456",-73.9166626,40.8311936
1870,TINY'S GIANT SANDWICH SHOP,"129 RIVINGTON STREET,MANHATTAN NY,10002",-73.9869773,40.7195346
1871,TINY'S DINER,"3603 RIVERDALE AVENUE,BRONX NY,10463",-73.9073063,40.8867343
1872,TINY'S AND THE BAR UPSTAIRS,"135 WEST BROADWAY,MANHATTAN NY,10013",-74.0079901,40.7166983
1873,TINY DELICATESSEN,"51-24B NORHTERN BLVD,QUEENS NY,11377",-73.901358,40.7538743
1874,TINTO,"715 NOSTRAND AVE,BROOKLYN NY,11216",-73.9502091,40.6728416
1875,TINOS DELICATESSEN,"2410 ARTHUR AVENUE,BRONX NY,10458",-73.8870805,40.8557741
1876,TING HUA CHINESE RESTAURANT,"351 SMITH ST,BROOKLYN NY,11231",-73.9949217,40.6798357
1877,TING FAI CUISINE INC,"1962 86TH ST,BROOKLYN NY,11214",-73.9990988,40.6047912
1878,TINA'S RESTAURANT,"1002 FLUSHING AVENUE,BROOKLYN NY,11206",-73.9311396,40.7036104
1879,TINA'S RESTAURANT,"23 WEST 56 STREET,MANHATTAN NY,10019",-73.9757143,40.7630334
1880,TINA'S CUBAN CUISINE,"179 MADISON AVENUE,MANHATTAN NY,10016",-73.9829419,40.7473983
1881,TINA BAKERY,"520 EAST  149 STREET,BRONX NY,10455",-73.9144642,40.81453
1882,TINA AFRICAN RESTAURANT,"823 E 169T ST,BRONX NY,10459",-73.8980026,40.8297114
1883,TINA  RESTAURANT,"2350 WASHINGTON AVE,BRONX NY,10458",-73.8918648,40.8564266
1884,TIN MARIN RESTAURANT & LOUNGE,"3708 RIVERDALE AVENUE,BRONX NY,10463",-73.9068368,40.8870447
1885,TIN CUP CAFE,"719 4 AVENUE,BROOKLYN NY,11232",-73.9967811,40.6613698
1886,TIMNA,"109 SAINT MARKS PL,MANHATTAN NY,10009",-73.9838819,40.7272131
1887,TIMMY'S DELI,"11102 ROOSEVELT AVENUE,QUEENS NY,11368",-73.855497,40.751408
1888,TIMMY'S BY THE RIVER,"1737 YORK AVENUE,MANHATTAN NY,10128",-73.9452319,40.7790188
1889,TIMESCARE BAR LOUNGE,"300 WEST   43 STREET,MANHATTAN NY,10036",-73.9897369,40.7578802
1890,TIMES SQUARE DINER & GRILL,"807 8TH AVE,MANHATTAN NY,10019",-73.9869309,40.7615138
1891,TIMES SQUARE CAFE,"1535 BROADWAY,MANHATTAN NY,10036",-73.9862475,40.7586115
