,ZZ.S.PIZZA...GRILL,X1.RICHMOND.TERRACE.STATEN.ISLAND.NY.10301,X.74.0751202,X40.642211
5510,SCOPELLO,"63 LAFAYETTE AVENUE,BROOKLYN NY,11217",-73.975978,40.6872912
5511,SCOOPS R US,"1514 BROADWAY,MANHATTAN NY,10036",-73.9852816,40.7574125
5512,Scoops Ice cream and Cafe,"949 JEWETT AVE,STATEN ISLAND NY,10314",-74.1305468,40.6131287
5513,SCOOPS,"13720 CROSSBAY BOULEVARD,QUEENS NY,11417",-73.8437365,40.6715036
5514,SCOOPS,"624 FLATBUSH AVENUE,BROOKLYN NY,11225",-73.9604457,40.6581204
5515,SCOOP CAFE,"659 W 181ST ST,MANHATTAN NY,10033",-73.9352895,40.8502778
5516,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),"22205 56 AVENUE,QUEENS NY,11364",-73.7565401,40.7554183
5517,SCIENCE BUILDING - NAKED PEAR CAFE,"6330 KISSENA BOULEVARD,QUEENS NY,11367",-73.8178186,40.7341821
5518,SCHOENFIELD,"236 WEST   45 STREET,MANHATTAN NY,10036",-73.9873682,40.7584902
5519,SCHNITZI BAR,"1299 CONEY ISLAND AVE,BROOKLYN NY,11230",-73.9650764,40.6259653
5520,SCHNITZI,"5326 NEW UTRECHT AVENUE,BROOKLYN NY,11219",-73.9955039,40.6326332
5521,SCHNITZEL HAUS,"7319 5 AVENUE,BROOKLYN NY,11209",-74.0219449,40.6304537
5522,SCHNITZEL EXPRESS,"1410 BROADWAY,MANHATTAN NY,10018",-73.9866958,40.7530381
5523,SCHNITZ,"177 1ST AVE,MANHATTAN NY,10003",-73.984328,40.729379
5524,SCHNIPPERS,"570 LEXINGTON AVE,MANHATTAN NY,10022",-73.972469,40.757037
5525,SCHNIPPERS,"1 NEW YORK PLZ,MANHATTAN NY,10004",-74.0120105,40.7021004
5526,SCHNIPPER'S QUALITY KITCHEN,"620 8 AVENUE,MANHATTAN NY,10018",-73.9901119,40.7560866
5527,SCHNIPPER'S,"23 EAST   23 STREET,MANHATTAN NY,10010",-73.9875274,40.7408815
5528,SCHMACKARYS,"193 BEDFORD AVE,BROOKLYN NY,11211",-73.9579442,40.7174034
5529,SCHMACKARY'S,"362 WEST   45 STREET,MANHATTAN NY,10036",-73.9898021,40.7597597
5530,SCHILLER'S LIQUOR BAR,"131 RIVINGTON STREET,MANHATTAN NY,10002",-73.986687,40.719347
5531,SCHICK'S MANOR,"4901 12 AVENUE,BROOKLYN NY,11219",-73.9943576,40.6362776
5532,SCHAPIRO'S - NITECAP,"120 RIVINGTON ST,MANHATTAN NY,10002",-73.9871826,40.7199088
5533,SCHAFFER'S TAVERN,"2055 VICTORY BOULEVARD,STATEN ISLAND NY,10314",-74.1321135,40.6126317
5534,SCAVELLO'S ON THE ISLAND,"101 CITY ISLAND AVE,BRONX NY,10464",-73.7844709,40.8409549
5535,SCARR'S PIZZA,"22 ORCHARD ST,MANHATTAN NY,10002",-73.9914152,40.715315
5536,SCARPETTA,"355 WEST 14 STREET,MANHATTAN NY,10014",-74.0048148,40.7408932
5537,SCARLET NIGHT,"11604 ROCKAWAY BLVD,QUEENS NY,11420",-73.8032613,40.6745366
5538,SCARLATTO,"250 WEST   47 STREET,MANHATTAN NY,10036",-73.9867021,40.7598419
5539,SCALLYWAG'S IRISH PUB & REST,"508 9 AVENUE,MANHATTAN NY,10018",-73.993948,40.756057
5540,SCALINO G.P.,"659 MANHATTAN AVE,BROOKLYN NY,11222",-73.9514782,40.7245093
5541,SCALINO,"347 7 AVENUE,BROOKLYN NY,11215",-73.9817832,40.6663838
5542,SCALINI FEDELI,"165 DUANE STREET,MANHATTAN NY,10013",-74.009317,40.7174312
5543,SCALINATELLA RESTAURANT,"201 EAST   61 STREET,MANHATTAN NY,10065",-73.9652616,40.7627679
5544,SCALETTA RISTORANTE,"50 WEST   77 STREET,MANHATTAN NY,10024",-73.9761263,40.7802636
5545,SCALA BAKERY,"6951 GRAND AVENUE,QUEENS NY,11378",-73.8939305,40.7270254
5546,SCAGLIONE BROTHERS BAKERY,"1078 MORRIS PARK AVENUE,BRONX NY,10461",-73.853447,40.8490593
5547,SCADDIES CARIBBEAN RESTAURANT,"14704 FOCH BOULEVARD,QUEENS NY,11436",-73.793317,40.679976
5548,SBARRO,"200 BAYCHESTER AVE,BRONX NY,10475",-73.8276698,40.8638441
5549,SBARRO,"1606 BROADWAY,MANHATTAN NY,10019",-73.9843207,40.7605538
5550,SBARRO,"2509 FLATBUSH AVENUE,BROOKLYN NY,11234",-73.9210471,40.6087042
5551,SBARRO,"9015 QUEENS BOULEVARD,QUEENS NY,11373",-73.8705157,40.7344654
5552,SBARRO,"159 WEST   33 STREET,MANHATTAN NY,10001",-73.9908925,40.7502556
5553,SBARRO,"22 WEST   34 STREET,MANHATTAN NY,10001",-73.9864332,40.7489371
5554,SAZON'S NUNEZ,"96 WYCKOFF AVE,BROOKLYN NY,11237",-73.919461,40.704261
5555,SAZON Y MAS,"4193 BROADWAY,MANHATTAN NY,10033",-73.9380714,40.8481047
5556,SAZON RAMIREZ RESTAURANT,"174 SOUTH AVE,STATEN ISLAND NY,10303",-74.1663964,40.6357139
5557,SAZON PEREZ RESTAURANT,"417 SOUTH    4 STREET,BROOKLYN NY,11211",-73.9510244,40.7076999
5558,SAZON DE LUPITA,"155A W KINGSBRIDGE RD,BRONX NY,10468",-73.9038933,40.8698482
5559,SAZON CIBAENO,"2787 ATLANTIC AVE,BROOKLYN NY,11207",-73.8915576,40.6766153
5560,SAZON,"105 READE STREET,MANHATTAN NY,10013",-74.008493,40.715618
5561,SAYRAS WINE BAR,"9111 ROCKAWAY BEACH BLVD,QUEENS NY,11693",-73.814965,40.586383
5562,SAY IT WITH CAKE,"510 WEST  123 STREET,MANHATTAN NY,10027",-73.958564,40.8113727
5563,SAXON & PAROLE,"316 BOWERY,MANHATTAN NY,10012",-73.9925419,40.7251796
5564,SAWASDE THAI COOKING,"359 MCDONALD AVE,BROOKLYN NY,11218",-73.9797071,40.6453313
5565,SAWA JAPANESE FUSION,"71 7TH AVE,BROOKLYN NY,11217",-73.9746828,40.6751675
5566,Saw Shack Inc,"8422 37TH AVE,QUEENS NY,11372",-73.881876,40.7499972
5567,SAVOY CAFE & GRILL,"591 KNICKERBOCKER AVE,BROOKLYN NY,11221",-73.913883,40.696466
5568,SAVOY BAKERY,"883 39 STREET,BROOKLYN NY,11232",-73.9950918,40.6461935
5569,SAVOY BAKERY,"170 EAST  110 STREET,MANHATTAN NY,10029",-73.943592,40.7942268
5570,SAVOURY INDIAN CUISINE,"489 COLUMBUS AVE,MANHATTAN NY,10024",-73.9730465,40.7847702
5571,SAVOUR SICHUAN,"108 W 39TH ST,MANHATTAN NY,10018",-73.9861723,40.7530243
5572,SAVORY KITCHEN,"237 GRAND STREET,MANHATTAN NY,10002",-73.9946168,40.7181918
5573,SAVORY & SWEET,"450 WEST   33 STREET,MANHATTAN NY,10001",-73.9992607,40.753271
5574,SAVORY,"15 W 39TH ST,MANHATTAN NY,10018",-73.9834376,40.752269
5575,SAVORE,"200 SPRING STREET,MANHATTAN NY,10012",-74.0034501,40.7249822
5576,SAVOR CAFE,"2925 AVENUE P,BROOKLYN NY,11229",-73.944324,40.61222
5577,SAVANN RESTAURANT,"2280 FREDERICK DOUGLAS BLVD,MANHATTAN NY,10027",-73.9520559,40.8083717
5578,SAUVAGE,"905 LORIMER ST,BROOKLYN NY,11222",-73.9519534,40.7235176
5579,SAUTE SPICY CHICKEN,"13620 ROOSEVELT AVE,QUEENS NY,11354",-73.8290939,40.759362
5580,"SAUSAGE CELEBRITY CHEF, HAMBURGER/CELEBRITY CHEF","4 PENN PLZ,MANHATTAN NY,10121",-73.993384,40.75048
5581,SAUSAGE CELEBRITY CHEF,"4 PENN PLZ,MANHATTAN NY,10121",-73.993384,40.75048
5582,SAUCY BY NATURE,"884 FULTON ST,BROOKLYN NY,11238",-73.9656912,40.6830634
5583,SAUCE N CHEESE 1,"509 ALBANY AVE,BROOKLYN NY,11203",-73.9398313,40.6625949
5584,SAUCE,"78 RIVINGTON STREET,MANHATTAN NY,10002",-73.9893263,40.7204716
5585,SATYR GRILL,"1109 CYPRESS AVENUE,QUEENS NY,11385",-73.8994532,40.6960902
5586,SATURDAYS SURF NYC,"31 CROSBY STREET,MANHATTAN NY,10013",-73.9993443,40.7207458
5587,SATURDAYS SURF,"17 PERRY STREET,MANHATTAN NY,10014",-74.0019355,40.7358761
5588,SATO JAPANESE RESTAURANT,"9812 QUEENS BOULEVARD,QUEENS NY,11374",-73.8579257,40.7281371
5589,SATI'S ROTI SHOP,"13317 ROCKAWAY BOULEVARD,QUEENS NY,11420",-73.8032092,40.6745325
5590,SATGURU SWEETS & CATERING,"13408 ROCKAWAY BOULEVARD,QUEENS NY,11420",-73.8032064,40.6745323
5591,SATAY MALAYSIAN,"4601 KISSENA BOULEVARD,QUEENS NY,11355",-73.818713,40.750608
5592,SASHIMI EXPRESS,"354 E 78TH ST,MANHATTAN NY,10075",-73.953838,40.771678
5593,SASABUNE EXPRESS NEW YORK,"322 EAST   59 STREET,MANHATTAN NY,10022",-73.9633175,40.7599633
5594,SASA FENGWAI MIFIN,"13620 ROOSEVELT AVE,QUEENS NY,11354",-73.8290939,40.759362
5595,SARKURA JAPAN,"8902 165TH ST,QUEENS NY,11432",-73.7964524,40.7071467
5596,SARKU JAPAN TERIYAKI & SUSHI EXPRESS,"13336 WHITESTONE EXPRESSWAY,QUEENS NY,11354",-73.836155,40.7688782
5597,SARKU JAPAN,"200 BAYCHESTER AVE,BRONX NY,10475",-73.8276698,40.8638441
5598,SARKU JAPAN,"11114 FLATLANDS AVE,BROOKLYN NY,11207",-73.8898045,40.6507432
5599,SARKU JAPAN,"815 HUTCHINSON RIVER PKWY,BRONX NY,10465",-73.8374427,40.8236031
5600,SARKU JAPAN,"3721 JUNCTION BOULEVARD,QUEENS NY,11368",-73.8701747,40.7510269
5601,SARKU JAPAN,"9015 QUEENS BOULEVARD,QUEENS NY,11373",-73.8705157,40.7344654
5602,SARKU JAPAN,"2655 RICHMOND AVENUE,STATEN ISLAND NY,10314",-74.1652624,40.5818776
5603,SARITA'S BAKERY,"9412 CORONA AVENUE,QUEENS NY,11373",-73.8696962,40.742131
5604,SARILING ATIN,"8912 QUEENS BLVD,QUEENS NY,11373",-73.8745315,40.7343164
5605,SARGE'S,"548 3 AVENUE,MANHATTAN NY,10016",-73.9772446,40.7473527
5606,SARDIS RESTAURANT,"234 WEST   44 STREET,MANHATTAN NY,10036",-73.9875989,40.7577738
5607,SARAVANA BHAVAN,"413 AMSTERDAM AVENUE,MANHATTAN NY,10024",-73.9777266,40.7835508
5608,SARAVANA BHAVAN,"81 LEXINGTON AVENUE,MANHATTAN NY,10016",-73.983071,40.7414198
5609,SARAJEVO FAST FOOD,"3718 34 AVENUE,QUEENS NY,11101",-73.9219141,40.7570204
5610,SARAH'S ARTISANAL KITCHEN,"270 MADISON AVE,MANHATTAN NY,10016",-73.9808355,40.7513905
5611,SARAGHINA,"435 HALSEY STREET,BROOKLYN NY,11233",-73.9353585,40.6836221
5612,SARABETH'S/LORD AND TAYLOR 6th FLOOR,"424 5 AVENUE,MANHATTAN NY,10018",-73.9830702,40.7515112
5613,SARABETH'S KITCHEN,"1295 MADISON AVENUE,MANHATTAN NY,10128",-73.9556092,40.784769
5614,SARABETH'S,"423 AMSTERDAM AVENUE,MANHATTAN NY,10024",-73.9774214,40.7838771
5615,SARABETH'S,"40 CENTRAL PARK SOUTH,MANHATTAN NY,10019",-73.9756694,40.765125
5616,SARABETH'S,"339 GREENWICH STREET,MANHATTAN NY,10013",-74.0101675,40.7182618
5617,SARABETH'S,"381 PARK AVENUE SOUTH,MANHATTAN NY,10016",-73.9842177,40.7423612
5618,SARABETH,"424 5 AVENUE,MANHATTAN NY,10018",-73.9830702,40.7515112
5619,SAPPORO SUSHI RESTAURANT,"1650 RICHMOND AVENUE,STATEN ISLAND NY,10314",-74.1635979,40.6083464
5620,SAPPORO RESTAURANT,"152 WEST   49 STREET,MANHATTAN NY,10019",-73.9833079,40.760053
5621,SAPPORO JAPANESE CUISINE,"7812 3 AVENUE,BROOKLYN NY,11209",-74.0290579,40.6290164
5622,SAPPORO ICHIBAN,"622 MANHATTAN AVENUE,BROOKLYN NY,11222",-73.950517,40.7236416
5623,SAPPHIRES EAST,"333 EAST   60 STREET,MANHATTAN NY,10022",-73.9623558,40.7607752
5624,SAPPHIRE LOUNGE,"249 ELDRIDGE STREET,MANHATTAN NY,10002",-73.989691,40.7229641
5625,SAPPHIRE INDIAN CUISINE,"1845 BROADWAY,MANHATTAN NY,10023",-73.9825829,40.769461
5626,SAPPHIRE,"3611 164 STREET,QUEENS NY,11358",-73.8015261,40.7622961
5627,SAPPHIRE,"65 PAGE AVE,STATEN ISLAND NY,10309",-74.2345258,40.5227603
5628,SAPORE GOURMET,"2454 E TREMONT AVE,BRONX NY,10461",-73.851291,40.842426
5629,SAPORE DI ITALIA,"245 HARMAN ST,BROOKLYN NY,11237",-73.920071,40.6989577
5630,SAPORE DI CASA,"22330 UNION TPKE,QUEENS NY,11364",-73.747263,40.7355743
5631,SAPOLO CHINESE & SPANISH RESTAURANT,"501 MYRTLE AVE,BROOKLYN NY,11205",-73.9648849,40.6937876
5632,SAPITO'S SPORTS BAR & GRILL,"3168 EAST TREMONT AVENUE,BRONX NY,10461",-73.834478,40.8370992
5633,SAPITO'S,"172 E 106TH ST,MANHATTAN NY,10029",-73.9454166,40.7916235
5634,SAPIENZA,"16424 CROSSBAY BLVD,QUEENS NY,11414",-73.8377232,40.6500074
5635,SAPID INDIAN RESTAURANT,"595 WASHINGTON AVENUE,BROOKLYN NY,11238",-73.9638813,40.6797874
5636,SAO MAI VIETNAMESE CUISINE,"203 1 AVENUE,MANHATTAN NY,10003",-73.9836078,40.7303678
5637,SANU RIA MALAYSIAN & INDONESIAN CUISINE,"18 DOYERS ST,MANHATTAN NY,10013",-73.9980114,40.7145928
5638,SANTOS RESTAURANT,"1535 62 STREET,BROOKLYN NY,11219",-73.9943138,40.624557
5639,SANTOS PARTY HOUSE,"100 LAFAYETTE STREET,MANHATTAN NY,10013",-74.0014147,40.717803
5640,SANTOS ANNE,"366 UNION AVENUE,BROOKLYN NY,11211",-73.9510279,40.7113966
5641,SANTOOR INDIAN RESTAURANT,"25705 UNION TURNPIKE,QUEENS NY,11004",-73.7144206,40.7460323
5642,SANTO DOMINGO BAKERY,"93 CLINTON STREET,MANHATTAN NY,10002",-73.9855388,40.7185981
5643,SANTINA,"820 WASHINGTON ST,MANHATTAN NY,10014",-74.0088755,40.7396351
5644,SANTA RSTAURANT,"8920 101ST AVE,QUEENS NY,11416",-73.850296,40.68281
5645,SANTA FE GRILL & BAR,"62 7 AVENUE,BROOKLYN NY,11217",-73.9748725,40.6756736
5646,SANTA FE GRILL & BAR,"6025 BROADWAY,BRONX NY,10471",-73.8977485,40.8915512
5647,SANTA FE,"73 WEST   71 STREET,MANHATTAN NY,10023",-73.9788166,40.7767896
5648,SANTA CLARITA RESTAURANT,"237 WILLIS AVENUE,BRONX NY,10454",-73.9229441,40.8094284
5649,SANTA ANA DELI & GROCERY,"171 IRVING AVE,BROOKLYN NY,11237",-73.9197888,40.7023278
5650,SANT AMBROEUS CAFE AT SOTHEBY'S,"1334 YORK AVE,MANHATTAN NY,10021",-73.9535468,40.7662923
5651,SANT AMBROEUS,"265 LAFAYETTE STREET,MANHATTAN NY,10012",-73.9964476,40.7233607
5652,SANT AMBROEUS,"1000 MADISON AVENUE,MANHATTAN NY,10075",-73.9629886,40.7754159
5653,SANT AMBROEUS,"259 WEST    4 STREET,MANHATTAN NY,10014",-74.0031344,40.7354027
5654,SANSIMIAN JAMAICAN WEST INDIAN RESTAURANT,"1827 FLATBUSH AVENUE,BROOKLYN NY,11210",-73.939368,40.625326
5655,SANREMO PIZZA,"5601 MYRTLE AVENUE,QUEENS NY,11385",-73.8909363,40.7011132
5656,SANRASA RESTAURANT - SANRASA BAKERY & DELI,"17 CORSON AVE,STATEN ISLAND NY,10301",-74.0795862,40.6382251
5657,SANPANINO,"494 HUDSON STREET,MANHATTAN NY,10014",-74.0061455,40.7328128
5658,SANLIAN INTERNATIONAL,"3528 FARRINGTON STREET,QUEENS NY,11354",-73.831734,40.76363
5659,SANGRIA TAPAS BAR & RESTAURANT,"9541 SUTPHIN BOULEVARD,QUEENS NY,11435",-73.8055624,40.6974482
5660,SANGRIA 46,"338 WEST   46 STREET,MANHATTAN NY,10036",-73.9895077,40.760193
5661,SANGRIA,"2902 FRANCIS LEWIS BLVD,QUEENS NY,11358",-73.7934521,40.77034
5662,SANGARITA'S,"4002 BELL BLVD,QUEENS NY,11361",-73.7715804,40.7641398
5663,SANFORDS RESTAURANT,"3013 BROADWAY,QUEENS NY,11106",-73.9255437,40.7622946
5664,SANDY'S DELI & ROTI,"12110 LIBERTY AVENUE,QUEENS NY,11419",-73.8219665,40.6868739
5665,SANDY'S CAFE,"577 5 AVENUE,BROOKLYN NY,11215",-73.9896802,40.6647655
5666,SANDWICH KING 2,"5993 BROADWAY,BRONX NY,10471",-73.8983373,40.8895529
5667,SANDWICH HOUSE ITALIAN RESTAURANT,"17 ANN STREET,MANHATTAN NY,10038",-74.0077002,40.7110027
5668,SANDWICH BAR,"7132 MAIN ST,QUEENS NY,11367",-73.8222341,40.7269901
5669,SANDWEDGE GRILLE,"3751 JEROME AVE,BRONX NY,10467",-73.8805428,40.8836857
5670,SANDRO'S LATIN FOOD RESTAURANT,"2703 23 AVENUE,QUEENS NY,11105",-73.9148423,40.7760728
5671,SANDRO'S,"306 EAST   81 STREET,MANHATTAN NY,10028",-73.9537163,40.7742854
5672,SANCTUARY T,"337 WEST BROADWAY,MANHATTAN NY,10013",-74.0035309,40.7224306
5673,SANCHO'S RESTAURANT,"7410 3 AVENUE,BROOKLYN NY,11209",-74.0278531,40.6319035
5674,SANCHEZ MYLTISERVICE,"410 52ND ST,BROOKLYN NY,11220",-74.0133933,40.645124
5675,Sanchez Lunchonette,"3801 VERNON BLVD,QUEENS NY,11101",-73.944021,40.759063
5676,SANCA DELI RESTAURANT,"313 36TH ST,BROOKLYN NY,11232",-74.0060306,40.655479
5677,SANBRA DOOR RESTAURANT,"861 EAST TREMONT AVE,BRONX NY,10460",-73.8862264,40.8432207
5678,SAN YANG,"2478 86TH ST,BROOKLYN NY,11214",-73.9876419,40.597901
5679,SAN SOO KAP SAN,"17110 NORTHERN BLVD FL 1ST,QUEENS NY,11358",-73.795523,40.7577573
5680,SAN SOO KAP SAN,"3813 UNION ST,QUEENS NY,11354",-73.8267473,40.7613084
5681,SAN REMO PIZZERIA,"1408 CORTELYOU ROAD,BROOKLYN NY,11226",-73.964858,40.6407658
5682,SAN REMO PIZZA,"4820 VERNON BOULEVARD,QUEENS NY,11101",-73.9540703,40.743572
5683,SAN PIETRO,"18 EAST   54 STREET,MANHATTAN NY,10022",-73.9744311,40.7604984
5684,SAN MATTEO PIZZERIA E CUCINA,"1559 2ND AVE,MANHATTAN NY,10028",-73.9544022,40.7746659
5685,SAN MATTEO PIZZA ESPRESSO BAR,"1739 2 AVENUE,MANHATTAN NY,10128",-73.950217,40.780451
5686,SAN MARZANO,"117 2 AVENUE,MANHATTAN NY,10003",-73.9884585,40.7280011
5687,SAN MARTIN,"143 EAST   49 STREET,MANHATTAN NY,10017",-73.9722048,40.7557855
5688,SAN MARINO RISTORANTE,"66 CHARLTON STREET,MANHATTAN NY,10014",-74.006115,40.72698
5689,SAN MARCO PIZZERIA,"577 LORIMER STREET,BROOKLYN NY,11211",-73.9496269,40.7142498
5690,SAN LUCAS MEXICANA RESTAURANT,"2006 65TH ST,BROOKLYN NY,11204",-73.9857465,40.6162517
5691,SAN LOCO,"124 2 AVENUE,MANHATTAN NY,10003",-73.987565,40.7281391
5692,SAN LOCO,"637 DRIGGS AVE,BROOKLYN NY,11211",-73.9584651,40.7151249
5693,SAN LOCO,"111 STANTON STREET,MANHATTAN NY,10002",-73.9874678,40.7210331
5694,SAN GERMAN CUCHIFRITO,"1020 TIFFANY STREET,BRONX NY,10459",-73.8946782,40.8241532
5695,SAN GENNARO,"2329 ARTHUR AVE,BRONX NY,10458",-73.8891021,40.8540987
5696,SAN FRANCISCO RESTAURANT,"59 AUDUBON AVENUE,MANHATTAN NY,10032",-73.9380108,40.8405778
5697,SAN CECILIO RESTAURANT & LOUNGE,"853 WYCKOFF AVE,QUEENS NY,11385",-73.9077546,40.6977908
5698,SAN CAFFE,"5636 61 STREET,QUEENS NY,11378",-73.904681,40.724088
5699,SAN ANTONIO BAKERY #2,"3620 ASTORIA BOULEVARD,QUEENS NY,11103",-73.9132014,40.7690996
5700,SAN ANTONIO BAKERY,"3620 ASTORIA BLVD,QUEENS NY,11103",-73.9132014,40.7690996
5701,SAMURAI SUSHI,"1709 86 STREET,BROOKLYN NY,11214",-74.0043579,40.6085525
5702,SAMURAI PAPA,"594 LAFAYETTE AVE,BROOKLYN NY,11216",-73.9510242,40.6897579
5703,SAMURAI PAPA,"32 VARET ST,BROOKLYN NY,11206",-73.9435373,40.7028321
5704,SAMURAI MAMA,"205 GRAND ST,BROOKLYN NY,11211",-73.9601012,40.7141864
5705,SAMURAI JAPAN,"9513 ROOSEVELT AVE,QUEENS NY,11372",-73.8713145,40.7491859
5706,SAMUELS TOP RANKING FISH SHOP,"3315 CHURCH AVENUE,BROOKLYN NY,11203",-73.9460576,40.651129
5707,SAMUEL FRIEDMAN THEATRE,"261 W 47TH ST,MANHATTAN NY,10036",-73.9867173,40.7603884
5708,SAMUEL ADAMS,"0 LAGUARD AIRPORT,QUEENS NY,11371",-73.8739659,40.7769271
5709,SAMUDRA INDIAN RESTAURANT,"7518 37TH AVE,QUEENS NY,11372",-73.8906109,40.7489201
5710,SAMS FAMOUS PIZZA,"150 EAST  116 STREET,MANHATTAN NY,10029",-73.941632,40.798309
5711,SAMPAN CHINESE RESTAURANT,"2848 STEINWAY STREET,QUEENS NY,11103",-73.9148482,40.7644099
5712,SAMMY'S STEAKHOUSE,"155157 CHRISTIE ST.,MANHATTAN NY,10002",-73.9930031,40.7197447
5713,SAMMY'S ORIGINAL SHRIMP BOX,"64 CITY ISLAND AVENUE,BRONX NY,10464",-73.7833873,40.8395907
5714,SAMMY'S NOODLE SHOP & GRILL,"453461 6 AVENUE,MANHATTAN NY,10011",-73.9965935,40.7376974
5715,SAMMY'S FISHBOX,"41 CITY ISLAND AVE,BRONX NY,10464",-73.7836556,40.8389975
5716,SAMMY'S BEACH BAR & GRILL,"1 JFK INTEL,QUEENS NY,11430",-73.7889689,40.6433507
5717,SAMMIE'S TO GO,"72-34 AUSTIN STREET,QUEENS NY,11375",-73.8415497,40.7188542
5718,SAMIR RESTAURANT,"696 CONEY ISLAND AVE,BROOKLYN NY,11218",-73.969487,40.6405079
5719,SAMESA/ED&BEV'S,"899 BERGEN ST,BROOKLYN NY,11238",-73.9571563,40.6774542
5720,SAMDADO RESTAURANT,"22102 HORACE HARDING EXPRESSWAY,QUEENS NY,11364",-73.7559895,40.7488879
5721,SAMBUCA'S CAFE,"105 MULBERRY STREET,MANHATTAN NY,10013",-73.9985468,40.7174309
5722,SAMARIA PIZZA,"2107 BROADWAY,QUEENS NY,11106",-73.9307614,40.76577
5723,SAM'S SPRING ROLL,"23 ESSEX ST,MANHATTAN NY,10002",-73.990062,40.715426
5724,SAM'S RESTAURANT,"238 COURT STREET,BROOKLYN NY,11201",-73.9945303,40.6859062
5725,SAM'S RESTAURANT,"596 GRAND CONCOURSE,BRONX NY,10451",-73.9263192,40.8196491
5726,SAM'S PLACE,"132 EAST   39 STREET,MANHATTAN NY,10016",-73.9772263,40.7493346
5727,SAM'S PIZZA,"232 WEST  231 STREET,BRONX NY,10463",-73.9060626,40.8793838
5728,SAM'S BAGEL,"7715 5 AVENUE,BROOKLYN NY,11209",-74.0231921,40.6274808
5729,SAM'S,"8906 NORTHERN BOULEVARD,QUEENS NY,11372",-73.8785423,40.7560589
5730,SAM WON GAHK,"14420 NORTHERN BOULEVARD,QUEENS NY,11354",-73.8225028,40.7644929
5731,SAM WON GAHK,"21901 NORTHERN BOULEVARD,QUEENS NY,11361",-73.7628255,40.7614776
5732,SAM LEE KITCHEN,"2108 36TH AVE,QUEENS NY,11106",-73.9365968,40.7596461
5733,SAM HO TAKEOUT RESTAURANT,"3421 JEROME AVENUE,BRONX NY,10467",-73.8834351,40.8811499
5734,SALZA PIZZA,"73-17 WOODSIDE AVE,QUEENS NY,11377",-73.8909886,40.7432982
5735,SALVO'S,"1477 YORK AVENUE,MANHATTAN NY,10075",-73.9511279,40.7709227
5736,SALVI RESTAURANT,"4220 QUENTIN ROAD,BROOKLYN NY,11234",-73.931917,40.6175723
5737,SALVATORES OF SOHO,"3738 RIVERDALE AVENUE,BRONX NY,10463",-73.9070293,40.8876856
5738,SALVATORE AND LLOYD'S PIZZA,"3850 RICHMOND AVENUE,STATEN ISLAND NY,10312",-74.1651864,40.5438954
5739,SALVATION TACO & ROOF TOP BAR,"145 E 39TH ST,MANHATTAN NY,10016",-73.9765834,40.7493961
5740,SALVATION TACO,"145 EAST   39 STREET,MANHATTAN NY,10016",-73.9765834,40.7493961
5741,SALVA VIDA,"291 GREENE AVENUE,BROOKLYN NY,11238",-73.9601688,40.6874974
5742,SALUTE PIZZA & RISTORANTE,"4417 BROADWAY,MANHATTAN NY,10040",-73.9334853,40.8556939
5743,SALUTE KOSHER RESTAURANT,"6361 108 STREET,QUEENS NY,11375",-73.8495259,40.7335644
5744,SALUMERIA ROSSI PARMACOTTO,"283 AMSTERDAM AVENUE,MANHATTAN NY,10023",-73.9807073,40.7792892
5745,SALUMERIA BEILLESE/ BIRICCHINO REST,"378 8 AVENUE,MANHATTAN NY,10001",-73.99556,40.748852
5746,SALUGGI'S,"325 CHURCH STREET,MANHATTAN NY,10013",-74.0035747,40.720104
5747,SALUD Y ESTILO DE VIDA,"3088 HULL AVENUE,BRONX NY,10467",-73.8783663,40.872173
5748,SALUD Y ESPERANZA,"2135 2ND AVE,MANHATTAN NY,10029",-73.9409187,40.7931349
5749,SALUD SOHO,"107 THOMPSON STREET,MANHATTAN NY,10012",-74.0021194,40.725841
5750,SALUD PERFECTA,"3563 95TH ST,QUEENS NY,11372",-73.8721739,40.7514397
5751,SALUD ES VIDA,"3924 108TH ST,QUEENS NY,11368",-73.8590417,40.7507633
5752,SALUD ES RIQUEZA / HERBALIFE,"4108 JUDGE STREET,QUEENS NY,11373",-73.8835366,40.7455931
5753,SALUD ES RIQUEZA (Herbal Life),"2321 WESTCHESTER AVENUE,BRONX NY,10462",-73.8475221,40.8361066
5754,SALUD DIVINA/HERBALIFE,"8669 78TH ST,QUEENS NY,11421",-73.8636071,40.6915956
5755,SALUD BAR & GRILL,"1413 BUSHWICK AVE,BROOKLYN NY,11207",-73.9090595,40.6846559
5756,SALTY DOG RESTAURANT,"7509 3 AVENUE,BROOKLYN NY,11209",-74.0276201,40.6310798
5757,SALTIE,"378 METROPOLITAN AVENUE,BROOKLYN NY,11211",-73.9555877,40.7138909
5758,SALT AND PEPPER DINER,"139 WEST   33 STREET,MANHATTAN NY,10001",-73.9899845,40.7500936
5759,SALT AND FAT,"4116 QUEENS BOULEVARD,QUEENS NY,11104",-73.9229273,40.7432375
5760,SALT + CHARCOAL,"171 GRAND STREET,BROOKLYN NY,11249",-73.9612238,40.7146564
5761,SALSA Y SALSA,"206 SEVENTH AVENUE,MANHATTAN NY,10011",-73.9964013,40.7433946
5762,SALSA CON FUEGO,"2297 CEDAR AVENUE,BRONX NY,10468",-73.9114223,40.8623691
